,brand-model,1st sm,1st share,2nd sm,2nd share,3rd sm,3rd share,4th sm,4th share,5th sm,5th share,image_url
332,福菱-FL2658,智能,32.16%,婴儿辅食,21.94%,手持,18.75%,小容量,17.9%,全自动,9.25%,http://img.alicdn.com/imgextra/i2/2730653392/TB2rSZOaOCYBuNkHFCcXXcHtVXa_!!2730653392.jpg
333,米技-HB3001,智能,24.32%,婴儿辅食,22.79%,手持,20.04%,小容量,19.86%,全自动,12.98%,http://img.alicdn.com/imgextra/i4/2301972298/TB2i68Pr4SYBuNjSspjXXX73VXa_!!2301972298.jpg
334,绿航-LH-513,智能,32.48%,婴儿辅食,22.01%,手持,18.96%,小容量,17.67%,全自动,8.88%,http://img.alicdn.com/imgextra/i3/2549325276/TB2QKjMk8TH8KJjy0FiXXcRsXXa_!!2549325276.jpg
335,良太-2166,手持,37.5%,小容量,32.2%,婴儿辅食,12.4%,全自动,9.41%,智能,8.5%,http://img.alicdn.com/imgextra/i2/2723631070/TB2I3t0grBkpuFjy1zkXXbSpFXa_!!2723631070.jpg
336,蒙达-M-06B,智能,38.75%,婴儿辅食,23.26%,小容量,16.18%,手持,15.93%,全自动,5.88%,http://img.alicdn.com/imgextra/i4/816291811/TB2Bh0fX1OSBuNjy0FdXXbDnVXa_!!816291811.jpg
337,蒙达-M-08,手持,24.21%,小容量,23.48%,婴儿辅食,22.64%,全自动,15.63%,智能,14.04%,http://img.alicdn.com/imgextra/i4/816291811/TB1Xn8jm8TH8KJjy0FiXXcRsXXa_!!0-item_pic.jpg
338,金厨喜-QC-888,全自动,27.53%,婴儿辅食,26.42%,小容量,23.66%,手持,18.11%,智能,4.29%,http://img.alicdn.com/imgextra/i4/1082385966/TB2UpbPnInI8KJjSsziXXb8QpXa_!!1082385966.jpg
339,金正-818A,智能,31.94%,婴儿辅食,22.08%,手持,18.86%,小容量,17.94%,全自动,9.19%,http://img.alicdn.com/imgextra/i4/547328700/TB275Lhn7OWBuNjSsppXXXPgpXa_!!547328700.jpg
340,金正-D30,婴儿辅食,23.03%,智能,22.36%,手持,20.66%,小容量,20.14%,全自动,13.81%,http://img.alicdn.com/imgextra/i4/2453780152/TB2HJNAigDD8KJjy0FdXXcjvXXa_!!2453780152.jpg
341,金正-JZPB-100D02,智能,34.65%,婴儿辅食,21.83%,手持,18.12%,小容量,17.36%,全自动,8.04%,http://img.alicdn.com/imgextra/i3/547328700/TB2CjAlf9CWBuNjy0FhXXb6EVXa_!!547328700.jpg
342,金正-JZPB-809A,智能,29.53%,婴儿辅食,22.15%,手持,19.19%,小容量,18.48%,全自动,10.65%,http://img.alicdn.com/imgextra/i4/924448679/TB2z.Qfh8HH8KJjy0FbXXcqlpXa_!!924448679.jpg
343,金正-JZPB-810A,智能,32.95%,婴儿辅食,21.97%,手持,18.62%,小容量,17.68%,全自动,8.78%,http://img.alicdn.com/imgextra/i4/2453771986/TB2Aq.zdH9YBuNjy0FgXXcxcXXa_!!2453771986.jpg
344,金正-JZPB-824B,智能,32.8%,婴儿辅食,22.07%,手持,18.71%,小容量,17.68%,全自动,8.74%,http://img.alicdn.com/imgextra/i1/547328700/TB24KsBevuSBuNkHFqDXXXfhVXa_!!547328700.jpg
345,金正-JZPB-950,智能,28.88%,婴儿辅食,22.3%,手持,19.48%,小容量,18.67%,全自动,10.66%,http://img.alicdn.com/imgextra/i3/547328700/TB2QaI9f4GYBuNjy0FnXXX5lpXa_!!547328700.jpg
346,金正-JZPB-960,智能,32.46%,婴儿辅食,21.9%,手持,18.86%,小容量,17.77%,全自动,9.02%,http://img.alicdn.com/imgextra/i4/924448679/TB2KJCwhKSSBuNjy0FlXXbBpVXa_!!924448679.jpg
347,金正-JZR-R329,智能,25.01%,婴儿辅食,22.81%,小容量,19.8%,手持,19.7%,全自动,12.68%,http://img.alicdn.com/imgextra/i3/2103760658/TB2lhSXa3aTBuNjSszfXXXgfpXa_!!2103760658.jpg
348,金正-JZW-2507,智能,30.03%,婴儿辅食,22.32%,手持,19.47%,小容量,18.04%,全自动,10.14%,http://img.alicdn.com/imgextra/i3/1959232976/TB2n8qyk29TBuNjy1zbXXXpepXa_!!1959232976-0-item_pic.jpg
349,金耐欧-180B,智能,44.1%,婴儿辅食,21.09%,手持,16.93%,小容量,16.07%,全自动,1.81%,http://img.alicdn.com/imgextra/i1/26218522/TB2U35.dA1M.eBjSZFOXXc0rFXa_!!26218522.jpg
350,隆粤-B717,智能,30.61%,婴儿辅食,22.06%,手持,19.23%,小容量,18.21%,全自动,9.89%,http://img.alicdn.com/imgextra/i3/2968142127/TB2qgS1abAaBuNjt_igXXb5ApXa_!!2968142127.jpg
351,隆粤-LY-350,智能,30.76%,婴儿辅食,22.42%,手持,20.02%,小容量,18.88%,全自动,7.92%,http://img.alicdn.com/imgextra/i4/2587384946/TB2XW1Yj9YH8KJjSspdXXcRgVXa_!!2587384946.jpg
352,隆粤-LY-389,智能,30.61%,婴儿辅食,22.06%,手持,19.23%,小容量,18.21%,全自动,9.89%,http://img.alicdn.com/imgextra/i3/2587384946/TB2x_YCamOFJuJjSZFAXXblRFXa_!!2587384946.jpg
353,韩伟-M350,全自动,27.98%,婴儿辅食,24.21%,小容量,22.58%,手持,20.56%,智能,4.66%,http://img.alicdn.com/imgextra/i2/2193346826/TB2AnRKs49YBuNjy0FfXXXIsVXa_!!2193346826.jpg
354,韩伟-M730,智能,32.32%,婴儿辅食,22.1%,手持,18.67%,小容量,17.88%,全自动,9.03%,http://img.alicdn.com/imgextra/i3/2193346826/TB2.2fYfcj_B1NjSZFHXXaDWpXa_!!2193346826.jpg
355,韩伟-M780,智能,31.69%,婴儿辅食,22.02%,手持,18.84%,小容量,18.03%,全自动,9.43%,http://img.alicdn.com/imgextra/i2/2193346826/TB2TqtBgVGWBuNjy0FbXXb4sXXa_!!2193346826.jpg
356,领锐-SY250C,智能,24.25%,婴儿辅食,22.93%,手持,20.44%,小容量,19.47%,全自动,12.92%,http://img.alicdn.com/imgextra/i4/2392588019/TB24F3ijASWBuNjSszdXXbeSpXa_!!2392588019.jpg
357,高博-BL513,全自动,48.13%,智能,36.01%,婴儿辅食,7.42%,手持,7.01%,小容量,1.43%,http://img.alicdn.com/imgextra/i4/2873393010/TB1aUPhsmtYBeNjSspaXXaOOFXa_!!0-item_pic.jpg
358,高博-SM-505,全自动,42.83%,婴儿辅食,22.3%,智能,14.71%,小容量,14.55%,手持,5.61%,http://img.alicdn.com/imgextra/i2/2873393010/TB1uNEslfuSBuNkHFqDXXXfhVXa_!!0-item_pic.jpg
359,高博-SM-508,智能,35.66%,婴儿辅食,20.79%,手持,18.18%,小容量,16.5%,全自动,8.87%,http://img.alicdn.com/imgextra/i1/2873393010/TB1AB8AjsyYBuNkSnfoXXcWgVXa_!!0-item_pic.jpg
360,麦宁-MN2118,智能,30.33%,婴儿辅食,22.01%,手持,19.32%,小容量,18.34%,全自动,10.01%,http://img.alicdn.com/imgextra/i2/2199793176/TB2u3MvgvNNTKJjSspcXXb4KVXa_!!2199793176.jpg
