,brand,model,tag,target,grade,frequency
4659,小厨师,晶钻Q1,质量,插座,1,1.0
4660,小厨师,晶钻Q1,适用人群,爸妈,1,1.0
4661,小厨师,晶钻Q1,功能,白米粥,1,1.0
4662,小太阳,TM-767III,质量,质量,1,1.0
4663,喜贡,HL-1878,物流,物流,1,1.0
4664,喜贡,HL-1878,物流,物流,1,5.0
4665,喜贡,HL-1878,物流,物流,1,11.0
4666,喜贡,HL-1878,物流,物流,1,1.0
4667,喜贡,HL-1878,物流,物流,-1,1.0
4668,喜贡,HL-1878,功能,果汁,1,5.0
4669,喜贡,HL-1878,功能,果汁,1,2.0
4670,喜贡,HL-1878,功能,果汁,1,1.0
4671,喜贡,HL-1878,质量,声音,1,43.0
4672,喜贡,HL-1878,质量,声音,-1,5.0
4673,喜贡,HL-1878,质量,声音,-1,1.0
4674,喜贡,HL-1878,质量,声音,1,1.0
4675,喜贡,HL-1878,质量,声音,-1,6.0
4676,喜贡,HL-1878,质量,声音,0,2.0
4677,喜贡,HL-1878,质量,声音,1,6.0
4678,喜贡,HL-1878,质量,声音,-1,1.0
4679,喜贡,HL-1878,质量,声音,-1,1.0
4680,喜贡,HL-1878,质量,声音,1,1.0
4681,喜贡,HL-1878,质量,声音,0,1.0
4682,喜贡,HL-1878,质量,声音,1,2.0
4683,喜贡,HL-1878,质量,声音,-1,1.0
4684,喜贡,HL-1878,质量,声音,1,1.0
4685,喜贡,HL-1878,质量,声音,1,1.0
4686,喜贡,HL-1878,质量,质量,1,16.0
4687,喜贡,HL-1878,质量,质量,1,14.0
4688,喜贡,HL-1878,质量,质量,1,15.0
4689,喜贡,HL-1878,质量,质量,1,1.0
4690,喜贡,HL-1878,质量,质量,1,1.0
4691,喜贡,HL-1878,质量,噪音,-1,1.0
4692,喜贡,HL-1878,质量,噪音,1,2.0
4693,喜贡,HL-1878,质量,噪音,-1,4.0
4694,喜贡,HL-1878,质量,噪音,1,1.0
4695,喜贡,HL-1878,质量,噪音,1,1.0
4696,喜贡,HL-1878,服务,态度,0,1.0
4697,喜贡,HL-1878,服务,态度,1,1.0
4698,喜贡,HL-1878,服务,态度,1,2.0
4699,喜贡,HL-1878,服务,态度,1,1.0
4700,喜贡,HL-1878,适用人群,老人,1,1.0
4701,喜贡,HL-1878,适用人群,宝贝,1,10.0
4702,喜贡,HL-1878,适用人群,宝贝,1,1.0
4703,喜贡,HL-1878,适用人群,宝贝,1,1.0
4704,喜贡,HL-1878,适用人群,宝贝,1,4.0
4705,喜贡,HL-1878,适用人群,宝贝,1,1.0
4706,喜贡,HL-1878,适用人群,宝贝,1,8.0
4707,喜贡,HL-1878,适用人群,宝贝,1,1.0
4708,喜贡,HL-1878,适用人群,宝贝,1,1.0
4709,喜贡,HL-1878,功能,豆浆,1,3.0
4710,喜贡,HL-1878,功能,豆浆,1,3.0
4711,喜贡,HL-1878,功能,豆浆,1,1.0
4712,喜贡,HL-1878,功能,豆浆,1,1.0
4713,喜贡,HL-1878,功能,豆浆,1,1.0
4714,喜贡,HL-1878,功能,豆浆,1,4.0
4715,喜贡,HL-1878,功能,豆浆,0,1.0
4716,喜贡,HL-1878,功能,豆浆,1,7.0
4717,喜贡,HL-1878,功能,豆浆,-1,4.0
4718,喜贡,HL-1878,功能,豆浆,1,1.0
4719,喜贡,HL-1878,功能,豆浆,0,1.0
4720,喜贡,HL-1878,价格,性价比,1,1.0
4721,喜贡,HL-1878,价格,性价比,0,3.0
4722,喜贡,HL-1878,价格,性价比,1,1.0
4723,喜贡,HL-1878,价格,价格,1,1.0
4724,喜贡,HL-1878,价格,价格,1,3.0
4725,喜贡,HL-1878,价格,价格,1,1.0
4726,喜贡,HL-1878,服务,包装,1,2.0
4727,喜贡,HL-1878,服务,包装,1,1.0
4728,喜贡,HL-1878,服务,包装,1,7.0
4729,喜贡,HL-1878,服务,包装,1,2.0
4730,喜贡,HL-1878,服务,包装,1,5.0
4731,喜贡,HL-1878,服务,服务态度,-1,1.0
4732,喜贡,HL-1878,服务,服务态度,1,8.0
4733,喜贡,HL-1878,服务,服务态度,1,6.0
4734,喜贡,HL-1878,服务,服务态度,1,1.0
4735,喜贡,HL-1878,服务,服务态度,1,1.0
4736,喜贡,HL-1878,服务,好评,1,2.0
4737,喜贡,HL-1878,服务,好评,1,1.0
4738,喜贡,HL-1878,功能,功能,1,1.0
4739,喜贡,HL-1878,功能,功能,1,6.0
4740,喜贡,HL-1878,功能,功能,1,3.0
4741,喜贡,HL-1878,功能,功能,1,1.0
4742,喜贡,HL-1878,功能,功能,1,1.0
4743,喜贡,HL-1878,功能,功能,-1,1.0
4744,喜贡,HL-1878,功能,功能,1,1.0
4745,喜贡,HL-1878,功能,米糊,1,1.0
4746,喜贡,HL-1878,功能,米糊,1,1.0
4747,喜贡,HL-1878,功能,米糊,1,1.0
4748,喜贡,HL-1878,物流,顺丰,1,1.0
4749,喜贡,HL-1878,价格,价格便宜,0,1.0
4750,喜贡,HL-1878,服务,卖家,1,2.0
4751,喜贡,HL-1878,服务,卖家,1,1.0
4752,喜贡,HL-1878,服务,卖家,1,1.0
4753,喜贡,HL-1878,质量,噪声,-1,1.0
4754,喜贡,HL-1878,质量,噪声,1,1.0
4755,喜贡,HL-1878,质量,玻璃,1,2.0
4756,喜贡,HL-1878,质量,玻璃,1,1.0
4757,喜贡,HL-1878,质量,玻璃,1,1.0
4758,喜贡,HL-1878,功能,鱼汤,1,1.0
4759,喜贡,HL-1878,功能,鱼汤,1,1.0
4760,喜贡,HL-1878,款式,外观,1,2.0
4761,喜贡,HL-1878,款式,外观,1,1.0
4762,喜贡,HL-1878,质量,挺好,1,3.0
4763,喜贡,HL-1878,质量,挺好,1,1.0
4764,喜贡,HL-1878,质量,挺好,1,6.0
4765,喜贡,HL-1878,质量,挺好,1,1.0
4766,喜贡,HL-1878,质量,挺好,1,1.0
4767,喜贡,HL-1878,质量,挺好,1,1.0
4768,喜贡,HL-1878,服务,客服,1,2.0
4769,喜贡,HL-1878,服务,客服,-1,1.0
4770,喜贡,HL-1878,服务,客服,1,1.0
4771,喜贡,HL-1878,服务,客服,1,1.0
4772,喜贡,HL-1878,服务,客服,1,1.0
4773,喜贡,HL-1878,价格,价钱,1,1.0
4774,喜贡,HL-1878,价格,价钱,1,2.0
4775,喜贡,HL-1878,价格,价钱,1,1.0
4776,喜贡,HL-1878,款式,颜色,1,1.0
4777,喜贡,HL-1878,服务,包裹,1,1.0
4778,喜贡,HL-1878,价格,价位,1,1.0
4779,喜贡,HL-1878,适用人群,爸妈,1,1.0
4780,喜贡,HL-1878,适用人群,父母,1,1.0
4781,喜贡,HL-1878,功能,转速,1,2.0
4782,喜贡,HL-1878,质量,性能,1,1.0
4783,喜贡,HL-1878,质量,性能,1,1.0
4784,喜贡,HL-1878,功能,豆渣,1,1.0
4785,喜贡,HL-1878,适用人群,妈妈,1,1.0
4786,喜贡,HL-1878,品牌,商家,1,1.0
4787,喜贡,HL-1878,价格,一分货,-1,2.0
4788,喜贡,HL-1878,质量,清洗液,1,1.0
4789,喜贡,HL-1878,适用人群,朋友,1,1.0
4790,喜贡,HL-1878,适用人群,朋友,1,1.0
4791,喜贡,HL-1878,款式,色彩,1,1.0
4792,喜贡,HL-1878,服务,有问必答,1,1.0
4793,喜贡,HL-1878,品牌,中国,1,1.0
4794,喜贡,HL-1878,款式,体积,1,1.0
4795,喜贡,HL-1878,适用人群,老爸,1,1.0
4796,喜贡,HL-1878,功能,转数,1,1.0
4797,喜贡,HL-1878,功能,两用,1,1.0
4798,喜贡,HL-1878,质量,细度,1,1.0
4799,喜贡,HL-1878,质量,细度,1,1.0
4800,喜贡,HL-1878,活动,食谱,1,1.0
4801,喜贡,HL-1878,功能,食材,1,1.0
4802,喜贡,HL-1878,功能,很给力,1,1.0
4803,喜贡,HL-1878,质量,时效,1,1.0
4804,喜贡,HL-1878,功能,花生,1,1.0
4805,喜贡,HL-1878,功能,花生,1,1.0
4806,喜贡,HL-1878,质量,实用性,1,1.0
4807,喜贡,HL-1878,功能,绞肉,1,1.0
4808,喜贡,HL-1878,质量,机器声,1,1.0
4809,deass/德氏,F600,服务,店家,1,1.0
4810,deass/德氏,F600,服务,赠品,0,1.0
4811,deass/德氏,F600,服务,包装,1,1.0
4812,joyoung/九阳, JYL-Y3,质量,质量,1,1.0
4813,joyoung/九阳, JYL-Y3,质量,声音,1,1.0
4814,joyoung/九阳, JYL-Y3,质量,声音,-1,1.0
4815,joyoung/九阳, JYL-C19V,服务,服务态度,1,1.0
4816,joyoung/九阳, JYL-C19V,价格,价钱,1,1.0
4817,ranbem/瑞本,RBM-768B,质量,声音,1,1.0
4818,水花,MB-1001,功能,核桃,0,1.0
4819,水花,MB-1001,服务,实体店,1,1.0
4820,水花,MB-1001,物流,物流,1,1.0
4821,水花,MB-1001,款式,很漂亮,1,1.0
4822,水花,MB-1001,质量,声音,-1,1.0
4823,水花,MB-1001,质量,声音,1,1.0
4824,水花,MB-1001,质量,声音,1,1.0
4825,水花,MB-1001,质量,开关,1,1.0
4826,水花,MB-1001,功能,苹果,1,1.0
4827,水花,MB-1001,适用人群,宝贝,1,1.0
4828,水花,MB-1001,质量,挺好,1,1.0
4829,水花,MB-1001,价格,性价比,0,1.0
4830,水花,MB-1001,价格,价格,1,1.0
4831,水花,MB-1001,功能,两用,1,1.0
4832,水花,MB-1001,服务,态度,1,1.0
4833,水花,MB-1001,服务,包装,1,1.0
4834,水花,MB-1001,功能,过滤网,-1,1.0
4835,水花,MB-1001,服务,淘宝,1,1.0
4836,水花,MB-1001,服务,店家,1,1.0
4837,水花,MB-1001,质量,声音,1,1.0
4838,水花,MB-1001,质量,声音,1,3.0
4839,水花,MB-1001,物流,物流,-1,1.0
4840,水花,MB-1001,物流,物流,1,3.0
4841,水花,MB-1001,物流,物流,1,1.0
4842,水花,MB-1001,质量,挺好,1,2.0
4843,水花,MB-1001,质量,挺好,0,2.0
4844,水花,MB-1001,服务,卖家,1,1.0
4845,水花,MB-1001,适用人群,宝贝,1,1.0
4846,水花,MB-1001,适用人群,宝贝,1,1.0
4847,水花,MB-1001,适用人群,宝贝,1,1.0
4848,水花,MB-1001,质量,质量,1,1.0
4849,水花,MB-1001,质量,质量,1,3.0
4850,水花,MB-1001,质量,质量,1,1.0
4851,水花,MB-1001,质量,质量,1,1.0
4852,水花,MB-1001,款式,外型,1,1.0
4853,水花,MB-1001,质量,噪音,-1,1.0
4854,水花,MB-1001,价格,性价比,1,4.0
4855,水花,MB-1001,价格,价钱,1,1.0
4856,水花,MB-1001,价格,价钱,1,1.0
4857,水花,MB-1001,价格,价钱,1,1.0
4858,水花,MB-1001,适用人群,弟媳,1,1.0
4859,水花,MB-1001,服务,态度,1,1.0
4860,水花,MB-1001,服务,态度,1,1.0
4861,水花,MB-1001,服务,态度,1,2.0
4862,水花,MB-1001,服务,包装,1,1.0
4863,水花,MB-1001,适用人群,孩子,1,1.0
4864,水花,MB-1001,功能,辅食,1,1.0
4865,水花,MB-1001,服务,盒子,-1,1.0
4866,水花,MB-1001,功能,苹果,1,1.0
4867,水花,MB-1001,功能,豆浆,-1,1.0
4868,水花,MB-1001,功能,果汁,1,1.0
4869,水花,MB-1001,服务,客户,1,1.0
4870,水花,MB-1001,功能,榨汁机,1,1.0
4871,水花,MB-1001,功能,红豆,1,1.0
4872,水花,MB-1001,功能,功能,-1,1.0
4873,水花,MB-1001,服务,好评,1,1.0
4874,扬子,YZ-B601,质量,质量,1,1.0
4875,severin,SM3739,质量,噪声,1,1.0
4876,ranbem/瑞本,775,服务,客服,1,2.0
4877,ranbem/瑞本,775,服务,客服,1,1.0
4878,ranbem/瑞本,775,服务,客服,1,1.0
4879,ranbem/瑞本,775,适用人群,宝贝,1,5.0
4880,ranbem/瑞本,775,适用人群,宝贝,1,4.0
4881,ranbem/瑞本,775,适用人群,宝贝,1,1.0
4882,ranbem/瑞本,775,适用人群,宝贝,1,1.0
4883,ranbem/瑞本,775,款式,颜色,1,1.0
4884,ranbem/瑞本,775,功能,米糊,1,1.0
4885,ranbem/瑞本,775,功能,米糊,1,1.0
4886,ranbem/瑞本,775,服务,包装,1,1.0
4887,ranbem/瑞本,775,服务,包装,1,1.0
4888,ranbem/瑞本,775,服务,包装,1,1.0
4889,ranbem/瑞本,775,服务,包装,1,1.0
4890,ranbem/瑞本,775,服务,包装,1,1.0
4891,ranbem/瑞本,775,服务,包装,1,1.0
4892,ranbem/瑞本,775,物流,物流,1,1.0
4893,ranbem/瑞本,775,物流,物流,1,2.0
4894,ranbem/瑞本,775,物流,物流,1,2.0
4895,ranbem/瑞本,775,适用人群,同事,1,1.0
4896,ranbem/瑞本,775,功能,豆浆,1,6.0
4897,ranbem/瑞本,775,功能,豆浆,0,14.0
4898,ranbem/瑞本,775,功能,豆浆,0,1.0
4899,ranbem/瑞本,775,功能,豆浆,1,1.0
4900,ranbem/瑞本,775,功能,果汁,1,1.0
4901,ranbem/瑞本,775,质量,声音,1,4.0
4902,ranbem/瑞本,775,质量,声音,1,1.0
4903,ranbem/瑞本,775,质量,声音,1,1.0
4904,ranbem/瑞本,775,质量,声音,1,1.0
4905,ranbem/瑞本,775,质量,声音,-1,1.0
4906,ranbem/瑞本,775,价格,性价比,1,1.0
4907,ranbem/瑞本,775,价格,性价比,0,1.0
4908,ranbem/瑞本,775,价格,性价比,1,2.0
4909,ranbem/瑞本,775,价格,性价比,1,1.0
4910,ranbem/瑞本,775,质量,噪音,1,2.0
4911,ranbem/瑞本,775,质量,噪音,-1,2.0
4912,ranbem/瑞本,775,款式,外观,1,2.0
4913,ranbem/瑞本,775,款式,外观,1,1.0
4914,ranbem/瑞本,775,适用人群,老人,1,1.0
4915,ranbem/瑞本,775,服务,态度,1,2.0
4916,ranbem/瑞本,775,服务,态度,1,1.0
4917,ranbem/瑞本,775,质量,玻璃,1,1.0
4918,ranbem/瑞本,775,质量,质量,1,5.0
4919,ranbem/瑞本,775,质量,质量,1,3.0
4920,ranbem/瑞本,775,质量,质量,1,3.0
4921,ranbem/瑞本,775,功能,水果,1,1.0
4922,ranbem/瑞本,775,款式,款式,1,1.0
4923,ranbem/瑞本,775,款式,款式,1,1.0
4924,ranbem/瑞本,775,品牌,美的,0,1.0
4925,ranbem/瑞本,775,款式,外形,1,1.0
4926,ranbem/瑞本,775,服务,包装箱,1,1.0
4927,ranbem/瑞本,775,服务,店主,1,1.0
4928,ranbem/瑞本,775,功能,功能,1,1.0
4929,ranbem/瑞本,775,功能,功能,1,1.0
4930,ranbem/瑞本,775,功能,功能,1,1.0
4931,ranbem/瑞本,775,价格,价格,1,2.0
4932,ranbem/瑞本,775,价格,价格,1,2.0
4933,ranbem/瑞本,775,功能,苹果汁,1,1.0
4934,ranbem/瑞本,775,服务,好评,1,1.0
4935,ranbem/瑞本,775,款式,美观大方,1,1.0
4936,ranbem/瑞本,775,功能,鸡汤,1,1.0
4937,ranbem/瑞本,775,质量,工艺,1,1.0
4938,ranbem/瑞本,775,质量,工艺,1,1.0
4939,ranbem/瑞本,775,质量,实物,1,1.0
4940,ranbem/瑞本,775,服务,淘宝,1,1.0
4941,ranbem/瑞本,775,服务,服务态度,1,4.0
4942,ranbem/瑞本,775,服务,服务态度,1,1.0
4943,ranbem/瑞本,775,质量,噪声,1,1.0
4944,ranbem/瑞本,775,价格,价位,1,1.0
4945,ranbem/瑞本,775,款式,外观美,1,1.0
4946,ranbem/瑞本,775,功能,早餐,1,1.0
4947,ranbem/瑞本,775,功能,早餐,1,1.0
4948,ranbem/瑞本,775,质量,很沉,1,1.0
4949,ranbem/瑞本,775,服务,买家,1,1.0
4950,ranbem/瑞本,775,服务,产品包装,1,1.0
4951,ranbem/瑞本,775,价格,比价,1,1.0
4952,朋客,SG-350B,物流,物流,1,1.0
4953,朋客,SG-350B,物流,物流,1,1.0
4954,朋客,SG-350B,物流,物流,1,1.0
4955,朋客,SG-350B,服务,卖家,1,1.0
4956,朋客,SG-350B,价格,价格,1,1.0
4957,朋客,SG-350B,价格,价格,1,1.0
4958,朋客,SG-350B,款式,外观,1,2.0
4959,朋客,SG-350B,价格,性价比,0,1.0
4960,朋客,SG-350B,价格,性价比,1,2.0
4961,朋客,SG-350B,适用人群,宝贝,1,3.0
4962,朋客,SG-350B,适用人群,宝贝,1,1.0
4963,朋客,SG-350B,服务,客服,1,1.0
4964,朋客,SG-350B,质量,声音,-1,1.0
4965,朋客,SG-350B,质量,声音,1,2.0
4966,朋客,SG-350B,质量,质量,-1,1.0
4967,朋客,SG-350B,质量,质量,1,3.0
4968,朋客,SG-350B,质量,质量,1,2.0
4969,朋客,SG-350B,质量,质量,-1,2.0
4970,朋客,SG-350B,功能,榨汁机,1,1.0
4971,朋客,SG-350B,质量,挺好,1,1.0
4972,朋客,SG-350B,质量,挺好,1,1.0
4973,朋客,SG-350B,质量,挺好,1,1.0
4974,朋客,SG-350B,质量,挺好,1,1.0
4975,朋客,SG-350B,服务,包装,1,1.0
4976,朋客,SG-350B,服务,包装,1,1.0
4977,朋客,SG-350B,服务,包装,1,1.0
4978,朋客,SG-350B,服务,果泥,1,1.0
4979,朋客,SG-350B,服务,态度,1,1.0
4980,朋客,SG-350B,服务,态度,1,1.0
4981,朋客,SG-350B,服务,态度,1,1.0
4982,朋客,SG-350B,功能,功能,1,1.0
4983,朋客,SG-350B,功能,功能,1,1.0
4984,朋客,SG-350B,款式,机身,-1,1.0
4985,朋客,SG-350B,质量,噪音,-1,2.0
4986,朋客,SG-350B,服务,好评,1,1.0
4987,朋客,SG-350B,质量,底座,1,1.0
4988,朋客,SG-350B,功能,平果,1,1.0
4989,朋客,SG-350B,功能,虾丸,1,1.0
4990,朋客,SG-350B,功能,黑芝麻,0,1.0
4991,朋客,SG-350B,服务,亲们,1,1.0
4992,朋客,SG-350B,功能,食物,1,1.0
4993,朋客,SG-350B,功能,核桃,0,1.0
4994,朋客,SG-350B,质量,使用寿命,1,1.0
4995,朋客,SG-350B,功能,苹果,1,1.0
4996,朋客,SG-350B,功能,干香菇,0,1.0
4997,朋客,SG-350B,质量,塑料味,1,1.0
4998,royalstar/荣事达, RZ-8012,服务,包装,1,1.0
4999,royalstar/荣事达, RZ-8012,质量,质量,1,2.0
5000,royalstar/荣事达, RZ-8012,质量,质量,-1,1.0
5001,royalstar/荣事达, RZ-8012,质量,质量,1,1.0
5002,royalstar/荣事达, RZ-8012,功能,打蛋器,1,1.0
5003,royalstar/荣事达, RZ-8012,功能,功能,1,1.0
5004,royalstar/荣事达, RZ-8012,质量,声音,0,1.0
5005,royalstar/荣事达, RZ-8012,质量,声音,1,1.0
5006,royalstar/荣事达, RZ-8012,质量,声音,-1,1.0
5007,royalstar/荣事达, RZ-8012,适用人群,宝贝,1,1.0
5008,royalstar/荣事达, RZ-8012,物流,物流,1,1.0
5009,royalstar/荣事达, RZ-8012,功能,功率,-1,1.0
5010,royalstar/荣事达, RZ-8012,功能,功率,1,2.0
5011,royalstar/荣事达, RZ-8012,功能,用具,1,1.0
5012,royalstar/荣事达, RZ-8012,质量,噪声,-1,1.0
5013,royalstar/荣事达, RZ-8012,功能,饺子馅,1,1.0
5014,royalstar/荣事达, RZ-8012,品牌,德国,1,1.0
5015,royalstar/荣事达, RZ-8012,功能,香蕉,1,1.0
5016,royalstar/荣事达, RZ-8012,服务,卖家,1,1.0
5017,royalstar/荣事达, RZ-8012,质量,实用性,-1,1.0
5018,royalstar/荣事达, RZ-8012,款式,颜值,-1,1.0
5019,philips/飞利浦, HR2107,服务,赠品,1,1.0
5020,philips/飞利浦, HR2107,质量,牛逼,1,2.0
5021,supor/苏泊尔,JP57-800,功能,豆浆,1,1.0
5022,supor/苏泊尔,JP57-800,质量,声音,-1,1.0
5023,supor/苏泊尔,JP57-800,质量,声音,1,1.0
5024,supor/苏泊尔,JP57-800,质量,质量,1,1.0
5025,supor/苏泊尔,JP57-800,质量,质量,1,1.0
5026,supor/苏泊尔,JP57-800,服务,客服,1,1.0
5027,supor/苏泊尔,JP57-800,物流,物流,1,1.0
5028,supor/苏泊尔,JP23D-1100,质量,声音,-1,1.0
5029,supor/苏泊尔,JP23D-1100,服务,客服,1,1.0
5030,supor/苏泊尔,JP23D-1100,服务,客服,1,1.0
5031,supor/苏泊尔,JP23D-1100,质量,挺好,1,1.0
5032,supor/苏泊尔,JP23D-1100,质量,噪音,1,1.0
5033,supor/苏泊尔,JP23D-1100,质量,噪音,1,1.0
5034,supor/苏泊尔,JP23D-1100,价格,性价比,1,1.0
5035,安贝,BL-605,质量,质量,1,2.0
5036,安贝,BL-605,质量,质量,1,10.0
5037,安贝,BL-605,质量,质量,1,1.0
5038,安贝,BL-605,价格,价格,1,1.0
5039,安贝,BL-605,价格,价格,1,4.0
5040,安贝,BL-605,价格,价格,-1,1.0
5041,安贝,BL-605,价格,价格,1,1.0
5042,安贝,BL-605,适用人群,姐姐,1,1.0
5043,安贝,BL-605,服务,包装,1,2.0
5044,安贝,BL-605,服务,包装,1,1.0
5045,安贝,BL-605,服务,包装,1,1.0
5046,安贝,BL-605,服务,卖家,1,1.0
5047,安贝,BL-605,质量,不锈钢,1,1.0
5048,安贝,BL-605,物流,物流,1,1.0
5049,安贝,BL-605,物流,物流,1,2.0
5050,安贝,BL-605,物流,物流,1,2.0
5051,安贝,BL-605,质量,噪音,1,1.0
5052,安贝,BL-605,质量,噪音,-1,1.0
5053,安贝,BL-605,价格,价位,1,1.0
5054,安贝,BL-605,价格,价位,1,1.0
5055,安贝,BL-605,价格,价位,1,1.0
5056,安贝,BL-605,服务,态度,1,1.0
5057,安贝,BL-605,质量,声音,-1,4.0
5058,安贝,BL-605,质量,声音,1,1.0
5059,安贝,BL-605,功能,很给力,1,1.0
5060,安贝,BL-605,质量,噪声,-1,1.0
5061,安贝,BL-605,质量,挺好,1,1.0
5062,安贝,BL-605,质量,燥音,-1,1.0
5063,krobell/康贝尔,2168,适用人群,姐妹,1,1.0
5064,凯云,KY-3,物流,物流,1,11.0
5065,royalstar/荣事达, RZ-505,功能,功能,1,1.0
5066,royalstar/荣事达, RZ-505,质量,刀头,1,1.0
5067,royalstar/荣事达, RZ-505,服务,包装,1,1.0
5068,royalstar/荣事达, RZ-505,质量,质量,1,2.0
5069,royalstar/荣事达, RZ-505,质量,噪音,-1,1.0
5070,royalstar/荣事达, RZ-505,价格,性价比,1,1.0
5071,royalstar/荣事达, RZ-505,功能,绞肉,1,1.0
5072,royalstar/荣事达, RZ-505,服务,服务态度,1,1.0
5073,royalstar/荣事达, RZ-505,功能,果汁,1,1.0
5074,royalstar/荣事达, RZ-505,质量,挺好,1,1.0
5075,royalstar/荣事达, RZ-505,物流,物流,1,1.0
5076,金厨喜,QC-888,价格,价格,1,1.0
5077,金厨喜,QC-888,价格,价格,1,1.0
5078,金厨喜,QC-888,质量,声音,-1,2.0
5079,金厨喜,QC-888,质量,声音,1,7.0
5080,金厨喜,QC-888,质量,声音,1,1.0
5081,金厨喜,QC-888,质量,声音,-1,1.0
5082,金厨喜,QC-888,质量,声音,1,1.0
5083,金厨喜,QC-888,物流,物流,1,3.0
5084,金厨喜,QC-888,物流,物流,1,2.0
5085,金厨喜,QC-888,物流,物流,1,1.0
5086,金厨喜,QC-888,服务,服务态度,1,4.0
5087,金厨喜,QC-888,服务,服务态度,1,1.0
5088,金厨喜,QC-888,功能,功能,1,1.0
5089,金厨喜,QC-888,服务,态度,1,1.0
5090,金厨喜,QC-888,服务,态度,1,3.0
5091,金厨喜,QC-888,服务,客服,1,1.0
5092,金厨喜,QC-888,服务,客服,1,1.0
5093,金厨喜,QC-888,价格,性价比,0,1.0
5094,金厨喜,QC-888,功能,豆浆,1,3.0
5095,金厨喜,QC-888,功能,豆浆,1,1.0
5096,金厨喜,QC-888,适用人群,宝贝,1,3.0
5097,金厨喜,QC-888,适用人群,宝贝,1,3.0
5098,金厨喜,QC-888,适用人群,宝贝,1,2.0
5099,金厨喜,QC-888,适用人群,宝贝,1,1.0
5100,金厨喜,QC-888,质量,质量,1,1.0
5101,金厨喜,QC-888,质量,质量,1,2.0
5102,金厨喜,QC-888,质量,质量,1,1.0
5103,金厨喜,QC-888,服务,店家,1,1.0
5104,金厨喜,QC-888,品牌,西非,0,1.0
5105,金厨喜,QC-888,功能,榨汁,1,1.0
5106,金厨喜,QC-888,适用人群,老人,1,1.0
5107,金厨喜,QC-888,功能,食物,1,1.0
5108,金厨喜,QC-888,款式,按键,1,1.0
5109,金厨喜,QC-888,功能,米糊,1,1.0
5110,金厨喜,QC-888,价格,价格便宜,1,1.0
5111,金厨喜,QC-888,功能,芝麻,0,1.0
5112,金厨喜,QC-888,服务,好评,-1,1.0
5113,金厨喜,QC-888,功能,榨汁机,1,1.0
5114,金厨喜,QC-888,功能,碎冰,1,1.0
5115,金厨喜,QC-888,质量,噪音,-1,1.0
5116,金厨喜,QC-888,功能,过滤出来,1,1.0
5117,金厨喜,QC-888,质量,商品,1,1.0
5118,金厨喜,QC-888,服务,店主人,1,1.0
5119,金厨喜,QC-888,款式,外形,1,1.0
5120,信言,AMT2516,款式,颜值,1,1.0
5121,信言,AMT2516,服务,客服,1,1.0
5122,三的,SD-LL13,功能,绞肉机,1,1.0
5123,三的,SD-LL13,款式,很漂亮,1,1.0
5124,三的,SD-LL13,款式,大小,1,1.0
5125,三的,SD-LL13,价格,价格,1,1.0
5126,三的,SD-LL13,价格,性价比,1,1.0
5127,凯云,KY-3,物流,物流,-1,1.0
5128,凯云,KY-3,款式,外观,1,1.0
5129,凯云,KY-3,款式,外观,1,1.0
5130,凯云,KY-3,款式,外观,1,1.0
5131,凯云,KY-3,服务,态度,1,3.0
5132,凯云,KY-3,服务,态度,1,6.0
5133,凯云,KY-3,服务,态度,1,4.0
5134,凯云,KY-3,服务,态度,1,3.0
5135,凯云,KY-3,服务,包装,1,9.0
5136,凯云,KY-3,服务,包装,1,19.0
5137,凯云,KY-3,服务,包装,1,1.0
5138,凯云,KY-3,服务,包装,1,2.0
5139,凯云,KY-3,服务,包装,1,7.0
5140,凯云,KY-3,服务,包装,1,1.0
5141,凯云,KY-3,服务,包装,1,3.0
5142,凯云,KY-3,服务,包装,1,6.0
5143,凯云,KY-3,服务,包装,1,1.0
5144,凯云,KY-3,服务,包装,1,2.0
5145,凯云,KY-3,服务,包装,1,3.0
5146,凯云,KY-3,服务,包装,1,6.0
5147,凯云,KY-3,服务,包装,1,1.0
5148,凯云,KY-3,适用人群,宝贝,1,14.0
5149,凯云,KY-3,适用人群,宝贝,1,14.0
5150,凯云,KY-3,适用人群,宝贝,1,5.0
5151,凯云,KY-3,适用人群,宝贝,1,1.0
5152,凯云,KY-3,适用人群,宝贝,1,1.0
5153,凯云,KY-3,适用人群,宝贝,1,1.0
5154,凯云,KY-3,适用人群,宝贝,1,1.0
5155,凯云,KY-3,适用人群,宝贝,-1,1.0
5156,凯云,KY-3,适用人群,宝贝,1,1.0
5157,凯云,KY-3,适用人群,宝贝,1,1.0
5158,凯云,KY-3,价格,价格,1,2.0
5159,凯云,KY-3,价格,价格,1,18.0
5160,凯云,KY-3,价格,价格,1,3.0
5161,凯云,KY-3,价格,价格,1,6.0
5162,凯云,KY-3,价格,价格,1,1.0
5163,凯云,KY-3,价格,价格,1,9.0
5164,凯云,KY-3,价格,价格,1,5.0
5165,凯云,KY-3,价格,价格,1,1.0
5166,凯云,KY-3,功能,辅食,1,1.0
5167,凯云,KY-3,功能,辅食,1,1.0
5168,凯云,KY-3,功能,辅食,1,2.0
5169,凯云,KY-3,质量,质量,1,51.0
5170,凯云,KY-3,质量,质量,1,37.0
5171,凯云,KY-3,质量,质量,1,48.0
5172,凯云,KY-3,质量,质量,1,5.0
5173,凯云,KY-3,质量,质量,0,2.0
